Attaching 299 probes...
Tracing syscalls for something. Ctrl-C to stop.
TIME      PID    EVENT 
16217966 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_openat [4] arg0:-100 arg1:0x55a2dffc3b50 arg2:0 arg3:0 
16217988 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_openat [4] arg0:-100 arg1:0x55a2dffc3bd0 arg2:0 arg3:0 
16218008 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_openat [4] arg0:-100 arg1:0x55a2dffc3ad0 arg2:0 arg3:0 
16218069 µs:   32509  oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffc138d3440 arg2:41 
16218118 µs:   32509  oggenc             tracepoint:syscalls:sys_enter_openat [4] arg0:-100 arg1:0x55a2dffc3dd0 arg2:577 arg3:438 
16218263 µs:   32509  oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffc138d2ba0 arg2:95 
16221035 µs:   32509  oggenc                tracepoint:syscalls:sys_enter_brk [1] arg0:-536858624 
16229081 µs:   32509  oggenc                tracepoint:syscalls:sys_enter_brk [1] arg0:-536723456 
16233619 µs:   32509  oggenc                tracepoint:syscalls:sys_enter_brk [1] arg0:-536588288 
16233962 µs:   32509  oggenc           tracepoint:syscalls:sys_enter_newfstat [2] arg0:4 arg1:0x7ffc138d5110 
16234089 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16234228 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16234337 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16236764 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16237751 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16237834 µs:   32509  oggenc                tracepoint:syscalls:sys_enter_brk [1] arg0:-536444928 
16237868 µs:   32509  oggenc                tracepoint:syscalls:sys_enter_brk [1] arg0:-536453120 
16238734 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16239680 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16240555 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16241426 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16242099 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16242781 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16243441 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16244182 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16244869 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16245625 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16246418 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16246947 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16247471 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16248020 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16248624 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16249202 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16249757 µs:   32509  oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x55a2e00264c0 arg2:4096 
16249812 µs:   32509  oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x55a2e001d51a arg2:4096 
16249848 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16250427 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16250974 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16251486 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16251929 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16252375 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16252833 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16253359 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16253797 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16254233 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16254673 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16255109 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16255546 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16255993 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16256434 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16256807 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16256820 µs:   32509  oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7f65404b1563 arg2:1 
16256840 µs:   32509  oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffc138d2c20 arg2:31 
16257213 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16257590 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16257965 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16258357 µs:   32509  oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x55a2e00264c0 arg2:4096 
16258377 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16258769 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16259161 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16259536 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16259915 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16260297 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16260676 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16261057 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16261458 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16261882 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16262305 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16262690 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16263044 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16263393 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16263742 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16264090 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16264440 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16264786 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16265180 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16265592 µs:   32509  oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x55a2e00264c0 arg2:4096 
16265617 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16266029 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16266381 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16266724 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16267071 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16267415 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16267764 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16268115 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16268465 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16268808 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16269162 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16269513 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16269857 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
16270208 µs:   32509  oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x55a2dffc2650 arg2:4096 
