Attaching 317 probes...
Tracing syscalls for something. Ctrl-C to stop.
TIME      PID    EVENT 
15845816 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15846268 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15846719 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15847208 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15847702 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15848164 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15848585 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15849009 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15849426 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15849830 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x5558cce9c4c0 arg2:4096 
15850506 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15850604 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15850990 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15851381 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15851785 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15852176 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15852571 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15852968 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15853329 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15853689 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15854527 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x5558cce9c4c0 arg2:4096 
